time,dB(SPL)
107346,15.56303
107396,24.60898
107446,24.08240
107497,60.91428
107546,46.48565
107596,21.58362
107646,20.00000
107707,20.82785
107747,21.58362
107796,22.27887
107846,35.41704
107897,32.25568
107947,25.57507
107997,16.90196
108047,25.57507
108097,18.06180
108146,15.56303
108196,23.52183
108247,28.94316
108297,34.48552
108346,31.12605
108395,20.82785
108446,56.09641
108497,59.10413
108546,35.56303
108596,35.70660
108646,35.98681
108698,36.25827
108746,38.79039
108796,33.06425
108846,29.82723
108898,27.60422
108946,22.92256
108996,21.58362
109048,31.59567
109097,25.10545
109147,22.92256
109197,21.58362
109246,20.00000
109296,25.57507
109346,28.94316
109397,27.60422
109447,35.70660
109497,36.39088
109546,31.12605
109596,25.57507
109647,19.08485
109707,18.06180
109746,18.06180
109796,25.10545
109847,59.57274
109895,34.15140
109946,34.32007
109997,28.94316
110047,26.84845
110097,20.82785
110146,18.06180
110198,22.27887
110247,21.58362
110297,19.08485
110346,21.58362
110396,18.06180
110446,19.08485
110496,18.06180
110548,20.00000
110597,27.23456
110645,23.52183
110711,32.25568
110746,34.96376
110798,34.64788
110846,37.50123
110896,26.02060
110947,22.27887
110997,20.00000
111047,20.00000
111096,24.08240
111147,20.00000
111197,18.06180
111247,28.94316
111297,22.27887
111346,21.58362
111397,19.08485
111447,21.58362
111496,20.82785
111547,21.58362
111597,21.58362
111646,16.90196
111701,13.97940
111745,20.00000
111796,28.94316
111846,33.25516
111898,30.37028
111946,20.82785
111997,21.58362
112046,31.12605
112097,37.02517
112147,35.41704
112196,34.80725
112247,25.57507
112297,20.82785
112350,16.90196
112396,15.56303
112446,26.44439
112497,27.23456
112547,35.11750
112596,20.82785
112646,22.92256
112707,18.06180
112746,26.84845
112796,32.25568
112848,34.96376
112896,24.08240
112947,18.06180
112998,20.82785
113046,16.90196
113096,18.06180
113146,27.95880
113197,24.08240
113246,21.58362
113296,35.26856
113347,34.32007
113397,34.32007
113445,32.04120
113496,29.24796
113547,27.95880
113597,19.08485
113646,19.08485
113713,16.90196
113746,18.06180
113796,15.56303
113846,28.94316
113896,31.59567
113946,25.10545
113996,18.06180
114047,18.06180
114098,18.06180
114146,15.56303
114196,22.27887
114248,20.00000
114300,19.08485
114346,19.08485
114397,15.56303
114446,22.27887
114497,27.60422
114546,21.58362
114599,26.02060
114645,27.23456
114701,20.00000
114746,32.46499
114795,57.30208
114846,45.66602
114897,30.88136
114946,30.37028
114996,18.06180
115047,19.08485
115097,22.27887
115147,29.24796
115196,22.92256
115246,18.06180
115297,24.60898
115347,30.88136
115396,16.90196
115446,19.08485
115498,28.29947
115546,25.10545
115597,19.08485
115646,27.60422
115702,27.95880
115746,27.95880
115795,24.60898
115846,32.25568
115896,33.25516
115946,30.10300
115997,31.82129
116046,30.10300
116096,32.66937
116146,29.82723
116199,22.27887
116246,15.56303
116297,18.06180
116347,26.02060
116396,16.90196
116447,18.06180
116496,23.52183
116547,27.95880
116596,22.92256
116646,21.58362
116708,23.52183
116746,21.58362
116796,23.52183
116847,32.25568
116896,29.54243
116946,20.00000
116997,31.12605
117046,25.10545
117098,18.06180
117146,26.44439
117197,34.48552
117247,22.27887
117298,22.92256
117346,18.06180
117397,18.06180
117446,15.56303
117497,18.06180
117547,16.90196
117596,15.56303
117646,23.52183
117696,21.58362
117751,27.60422
117796,22.92256
117846,33.97940
117897,32.25568
117948,28.29947
117997,26.44439
118046,19.08485
118097,18.06180
118146,16.90196
118196,15.56303
118247,21.58362
118298,22.27887
118347,20.00000
118397,15.56303
118445,25.57507
118497,59.73543
118548,48.65939
118596,24.08240
