time,dB(SPL)
31189,28.29947
31239,34.48552
31289,32.46499
31339,27.95880
31390,27.23456
31439,24.60898
31489,20.00000
31540,31.59567
31590,58.67986
31640,26.44439
31689,21.58362
31740,23.52183
31791,25.10545
31840,27.95880
31889,24.60898
31940,20.82785
31990,28.29947
32040,20.82785
32089,20.82785
32139,16.90196
32194,56.76438
32239,58.08349
32289,34.64788
32339,30.88136
32391,31.36403
32439,20.00000
32489,28.62728
32539,58.23380
32589,38.68997
32641,28.94316
32690,26.44439
32739,20.00000
32789,25.57507
32839,19.08485
32890,22.27887
32939,16.90196
32989,18.06180
33042,26.02060
33089,15.56303
33139,26.02060
33198,19.08485
33239,13.97940
33289,34.80725
33339,33.25516
33390,28.62728
33441,29.24796
33489,21.58362
33540,27.23456
33589,27.23456
33640,24.08240
33690,18.06180
33739,25.57507
33789,25.57507
33840,24.08240
33889,20.00000
33939,24.08240
33991,28.94316
34042,22.92256
34089,19.08485
34139,19.08485
34190,22.92256
34244,18.06180
34289,19.08485
34339,19.08485
34390,36.65018
34439,33.06425
34488,27.60422
34538,26.44439
34589,29.54243
34640,22.27887
34690,27.23456
34739,22.92256
34790,27.95880
34839,20.82785
34890,26.02060
34939,24.60898
34990,20.82785
35039,29.82723
35090,27.23456
35139,18.06180
35189,21.58362
35242,28.29947
35289,53.21731
35339,54.16842
35390,52.60856
35439,51.86572
35490,48.62728
35539,36.39088
35589,35.70660
35639,34.80725
35689,33.62482
35739,53.55214
35790,51.97581
35841,36.90196
35889,50.73117
35939,34.96376
35990,30.88136
36039,43.34635
36090,34.15140
36139,28.29947
36189,30.62958
36245,33.97940
36289,34.64788
36339,31.36403
36390,51.19813
36440,35.98681
36491,22.92256
36540,30.62958
36589,20.00000
36639,23.52183
36690,49.21796
36741,38.98780
36789,41.21396
36838,38.79039
36889,34.96376
36939,38.48559
36989,36.52150
37040,31.59567
37090,39.27576
37139,38.58838
37189,60.12932
37239,41.79810
37294,37.84189
37340,33.25516
37389,38.48559
37441,37.61627
37489,35.11750
37539,61.61974
37589,39.18083
37640,33.80392
37690,33.80392
37740,35.26856
37789,36.12360
37840,34.80725
37891,33.97940
37939,19.08485
37990,23.52183
38040,39.55447
38090,45.20143
38139,37.02517
38190,37.02517
38240,28.62728
38289,24.60898
38345,33.06425
38389,38.38156
38439,34.96376
38489,35.56303
38540,33.44196
38589,20.00000
38639,25.57507
38690,38.16970
38740,36.12360
38789,15.56303
38839,16.90196
38890,23.52183
38939,13.97940
38989,37.95254
39039,48.13080
39089,50.52679
39138,52.42353
39189,41.72720
39239,37.14665
39290,31.82129
39343,20.82785
39390,15.56303
39439,33.06425
39490,36.52150
39539,49.39644
39590,50.70588
39639,50.02119
39690,33.97940
39739,32.04120
39789,35.26856
39840,38.38156
39890,33.44196
39939,28.29947
39989,33.44196
40040,33.44196
40089,33.80392
40139,32.25568
40189,48.16480
40239,33.80392
40290,35.98681
40339,25.10545
40394,21.58362
40439,20.82785
40489,38.68997
40538,35.84783
40589,31.82129
40638,18.06180
40690,27.95880
40740,23.52183
40790,34.15140
40839,33.62482
40890,23.52183
40939,16.90196
40989,22.27887
41040,16.90196
41090,21.58362
41139,37.72981
41190,23.52183
41239,12.04120
41290,18.06180
41340,16.90196
41394,24.08240
41438,47.45824
41488,46.10703
41539,58.99755
41590,42.60668
41640,25.57507
41689,19.08485
41739,32.46499
41789,40.50612
41840,18.06180
41890,16.90196
41939,16.90196
41990,16.90196
42040,27.95880
42089,32.66937
42139,25.10545
42190,20.00000
42239,19.08485
42290,15.56303
42339,15.56303
42395,41.36372
42439,25.57507
42489,57.50123
42539,58.49592
42591,43.46373
42639,25.10545
42689,20.00000
42740,45.20143
42790,45.88932
42840,35.56303
42891,32.25568
42940,21.58362
42990,20.00000
43040,39.36966
43089,24.08240
43140,15.56303
43189,13.97940
43238,16.90196
43289,27.95880
43339,32.86905
43407,33.80392
43439,34.15140
43489,31.59567
43539,33.06425
43588,34.64788
43639,28.94316
43690,48.81818
43738,46.96610
43788,33.97940
43840,33.97940
43890,49.03573
43940,51.75422
43990,36.52150
44039,49.18785
44089,51.26962
44140,37.26646
44190,34.64788
44239,27.23456
44290,26.84845
44339,41.13810
44389,26.44439
44441,26.84845
44489,31.36403
44539,36.77698
44591,35.84783
44641,33.97940
44690,40.74853
44739,23.52183
44791,25.10545
44839,25.10545
44890,13.97940
44939,24.08240
44990,51.50376
45040,39.08485
45089,33.80392
45140,33.06425
45190,18.06180
45239,29.82723
45290,39.18083
45340,26.44439
45392,26.84845
45441,24.60898
45489,20.82785
45539,34.32007
45590,35.26856
45638,39.64542
45689,31.82129
45739,34.64788
45789,31.82129
45840,22.27887
45889,34.32007
45939,38.88965
45990,28.62728
46040,19.08485
46089,20.82785
46138,16.90196
46188,26.02060
46239,34.80725
46288,49.65747
46339,37.72981
46390,34.96376
46443,22.27887
46488,29.24796
46539,57.83075
46590,58.30800
46640,46.76913
46691,25.10545
46740,15.56303
46790,22.92256
46840,29.82723
46889,38.27628
46939,34.64788
46988,20.00000
47040,24.08240
47090,18.06180
47140,13.97940
47190,32.46499
47240,46.72919
47291,51.43418
47339,36.25827
47389,33.44196
47441,27.23456
47489,26.44439
47539,58.35011
47589,57.88632
47640,30.88136
47689,18.06180
47739,24.08240
47790,32.46499
47839,33.80392
47890,35.56303
47939,28.62728
47990,29.54243
48038,31.12605
48089,34.15140
48139,33.62482
48189,40.90646
48240,39.82452
48290,40.66848
48338,33.44196
48389,33.25516
48443,31.12605
48489,30.37028
48539,32.25568
48589,35.84783
48639,31.36403
48689,33.25516
48739,31.82129
48790,29.82723
48840,34.32007
48889,34.15140
48940,23.52183
48991,19.08485
49040,23.52183
49090,26.02060
49139,29.82723
49190,20.82785
49240,31.36403
49290,20.00000
49340,19.08485
49392,16.90196
49449,31.36403
49488,40.42379
49538,36.77698
49588,33.25516
49639,34.15140
49690,20.00000
49739,15.56303
49790,32.86905
49841,32.66937
49889,18.06180
49940,19.08485
49989,18.06180
50039,15.56303
50089,33.06425
50140,32.66937
50191,20.82785
50239,19.08485
50290,20.00000
50340,16.90196
50389,20.00000
50443,31.36403
50489,42.60668
50539,58.84016
50590,59.31344
50640,44.08240
50689,23.52183
50739,34.80725
50790,31.59567
50839,22.27887
50889,29.24796
50940,25.57507
50990,32.25568
51039,33.06425
51089,36.12360
51140,27.23456
51190,20.82785
51239,16.90196
51290,16.90196
51339,16.90196
51390,38.27628
51439,28.62728
51498,29.82723
51539,25.10545
51589,31.36403
51639,34.15140
51690,30.10300
51739,50.29096
51790,51.75422
51839,49.24796
51890,30.88136
51940,19.08485
51989,29.24796
52040,40.66848
52089,48.88090
52139,39.82452
52189,40.90646
52239,41.36372
52290,40.00000
52339,42.00741
52390,40.58768
52439,41.13810
52489,42.00741
52542,58.98780
52588,58.63932
52639,33.97940
52689,32.25568
52739,33.80392
52789,32.25568
52840,35.70660
52889,32.46499
52939,32.86905
52989,32.46499
53039,29.82723
53090,33.25516
53139,24.08240
53189,20.00000
53239,53.80392
53290,45.84512
53341,47.71213
53390,48.09667
53439,48.69138
53489,52.12763
53542,47.85394
53589,49.71443
53639,36.77698
53689,35.98681
53739,39.36966
53789,39.08485
53839,37.02517
53889,36.39088
53939,35.84783
53989,38.27628
54039,39.08485
54090,40.98436
54139,39.46256
54189,38.98780
54239,37.95254
54291,34.32007
54339,38.88965
54389,35.84783
54438,30.62958
54488,33.25516
54543,35.11750
54588,37.61627
54638,38.06180
54690,39.08485
54740,37.50123
54790,36.65018
54839,35.98681
54892,37.84189
54939,26.84845
54990,34.15140
55038,36.12360
55089,35.56303
55140,36.90196
55189,37.38463
55239,36.52150
55289,36.52150
55339,39.27576
55390,37.26646
55439,39.91270
55489,40.90646
55539,35.41704
55596,37.02517
55640,31.12605
55689,34.15140
55739,35.84783
55789,23.52183
55839,20.82785
55890,53.38634
55939,58.58838
55989,59.43479
56038,58.73027
56088,44.45433
56139,44.02794
56189,43.40523
56239,59.04616
56288,59.21892
56338,46.10703
56389,46.64877
56439,45.20143
56490,47.00496
56539,46.40293
56599,52.80963
56639,51.26962
56689,54.33675
56739,47.78332
56790,54.01407
56839,54.15140
56889,45.15357
56940,44.13652
56989,42.67078
57039,44.60898
57091,42.79758
57140,39.82452
57189,42.41148
57240,42.92256
57290,42.54210
57339,45.71115
57389,44.65992
57439,44.24375
57489,43.04577
57539,53.21731
57611,51.12605
57639,51.38748
57688,53.92713
57739,46.68908
57789,45.05706
57840,47.34712
57889,45.48316
57940,45.84512
57990,47.67631
58039,44.71057
58089,44.45433
58140,58.66975
58190,48.75501
58239,43.46373
58289,48.81818
58339,46.56759
58389,53.53387
58439,53.83930
58489,58.81033
58542,41.36372
58596,23.52183
58639,20.00000
58689,30.10300
58739,36.52150
58790,33.62482
58841,53.96201
58889,54.23614
58939,41.58362
58989,23.52183
59039,24.60898
59090,15.56303
59139,20.00000
59192,20.00000
59239,53.60671
59289,55.19336
59339,28.62728
59388,52.64915
59439,53.60671
59489,54.25299
59539,52.23447
59594,54.20235
59640,52.34001
59689,55.38755
59739,61.64134
59790,51.26962
59839,52.78973
59889,26.84845
59939,30.10300
59989,32.86905
60039,30.88136
60089,32.25568
60140,26.02060
60191,26.44439
60239,25.10545
60289,18.06180
60339,18.06180
60391,34.48552
60439,37.95254
60490,36.77698
60540,35.41704
60589,38.88965
60648,34.64788
60689,45.15357
60739,45.57507
60790,44.24375
60839,43.57954
60890,46.56759
60940,43.86249
60988,43.57954
61039,42.86030
61090,46.23508
61139,52.40272
61190,30.62958
61238,52.78973
61289,51.73175
61339,58.97804
61389,59.86872
61439,53.55214
61489,57.59338
61539,42.27887
61590,57.91949
61642,21.58362
61688,20.82785
61739,33.25516
61789,36.12360
61840,53.25516
61889,41.58362
61939,55.43175
61990,54.13436
62041,22.27887
62089,53.29284
62139,53.60671
62189,54.46911
62239,53.42346
62290,53.51557
62339,53.76840
62389,49.96621
62439,54.20235
62490,53.42346
62539,52.12763
62590,51.45743
62646,53.47884
62688,53.76840
62739,30.88136
62789,55.16309
62839,53.16023
62889,50.93085
62939,51.68662
62989,50.55260
63039,49.57133
63089,52.70967
63139,49.45513
63189,49.09690
63240,49.15764
63289,50.73117
63339,45.48316
63389,44.50619
63439,46.68908
63490,60.87510
63540,55.29846
63590,34.48552
63639,53.36772
63708,53.33036
63739,54.08301
63789,53.49722
63839,29.82723
63890,32.04120
63938,26.84845
63989,16.90196
64040,27.95880
64089,24.60898
64139,24.08240
64191,22.27887
64239,15.56303
64289,32.86905
64339,29.24796
64390,36.90196
64439,35.41704
64490,35.70660
64540,40.34067
64589,45.97706
64640,42.34543
64692,48.33281
64738,44.91025
64791,58.78040
64839,48.62728
64889,44.91025
64940,42.92256
64989,43.63687
65040,51.99766
65090,53.06425
65139,34.15140
65190,54.48552
65240,28.62728
65290,29.82723
65339,24.08240
65390,15.56303
65439,22.27887
65489,19.08485
65539,60.09502
65589,61.33397
65639,60.14642
65691,58.57815
65744,57.62769
65789,55.11750
65839,53.82163
65889,53.82163
65939,52.21320
65989,53.23625
66039,53.75058
66091,32.86905
66140,28.62728
66189,28.62728
66239,28.62728
66290,33.06425
66339,28.62728
66389,28.94316
66439,28.29947
66491,30.37028
66540,27.95880
66590,19.08485
66640,18.06180
66700,50.95549
66738,53.82163
66790,31.82129
66838,36.12360
66888,35.11750
66938,40.00000
66989,38.88965
67039,39.73543
67090,37.14665
67140,40.25674
67189,36.77698
67240,39.55447
67289,40.98436
67338,39.08485
67388,40.25674
67439,58.82028
67489,58.85008
67538,58.36061
67589,60.12076
67638,40.50612
67692,59.60916
67738,46.68908
67789,41.79810
67839,41.13810
67889,36.90196
67940,25.10545
67988,20.82785
68039,33.62482
68089,19.08485
68139,19.08485
68190,32.25568
68239,18.06180
68290,35.11750
68339,34.64788
68389,19.08485
68438,23.52183
68488,58.44413
68540,45.84512
68589,58.08349
68638,58.15897
68694,57.97450
68739,43.86249
68789,37.61627
68839,38.48559
68889,57.24263
68939,32.25568
68989,35.84783
69039,33.80392
69089,30.10300
69140,27.95880
69189,33.80392
69240,16.90196
69290,36.77698
69339,37.50123
69390,37.26646
69438,37.26646
69489,37.72981
69539,59.71751
69590,42.79758
69638,38.58838
69692,37.38463
69739,37.95254
69788,38.79039
69838,32.66937
69889,30.10300
69938,28.94316
69989,31.36403
70040,33.25516
70090,32.25568
70140,23.52183
70191,16.90196
70240,25.57507
70289,24.60898
70340,38.48559
70389,37.02517
70439,35.26856
70489,37.72981
70539,59.93023
70589,47.00496
70639,37.50123
70693,36.90196
70738,37.02517
70788,38.98780
70838,59.11376
70888,59.75333
70938,39.82452
70989,40.25674
71039,34.48552
71089,30.10300
71139,38.79039
71190,38.48559
71239,38.79039
71289,35.11750
71339,37.72981
71389,36.77698
71439,37.72981
71490,33.44196
71539,33.80392
71590,30.37028
71639,26.02060
71692,20.00000
71739,23.52183
71789,33.25516
71839,34.48552
71889,33.44196
71939,24.60898
71989,20.00000
72039,21.58362
72090,19.08485
72139,21.58362
72190,19.08485
72239,16.90196
72290,22.27887
72340,26.84845
72389,20.00000
72439,19.08485
72489,22.92256
72539,19.08485
72589,30.10300
72639,40.17200
72697,32.46499
72739,29.54243
72789,32.86905
72838,38.98780
72889,34.64788
72939,38.98780
72989,27.23456
73038,38.68997
73088,30.37028
73138,41.86843
73188,40.66848
73239,40.34067
73288,40.90646
73341,41.06157
73389,40.82785
73438,57.58192
73488,59.71751
73539,60.26517
73589,61.28916
73638,59.23791
73688,59.60007
73742,53.89210
73788,53.44196
73839,52.68955
73889,53.31162
73939,62.73441
73990,55.88976
74040,32.04120
74089,54.43621
74139,53.87454
74190,54.10016
74239,30.62958
74289,22.92256
74339,28.62728
74389,34.48552
74440,33.62482
74489,33.06425
74539,34.96376
74590,34.64788
74638,26.44439
74689,20.82785
74740,20.82785
74799,21.58362
74839,18.06180
74889,33.25516
74940,31.82129
74989,39.55447
75040,36.39088
75089,40.98436
75140,40.08643
75189,59.85107
75240,43.52183
75289,30.62958
75339,29.82723
75388,33.80392
75439,33.44196
75492,25.57507
75539,18.06180
75590,22.27887
75639,15.56303
75689,35.56303
75739,36.25827
75793,23.52183
75838,19.08485
75889,31.59567
75939,31.59567
75989,24.08240
76039,28.29947
76089,18.06180
76140,16.90196
76190,23.52183
76239,28.29947
76290,34.48552
76339,22.27887
76389,30.62958
76439,31.12605
76488,22.92256
76538,22.92256
76589,20.82785
76639,33.25516
76690,33.25516
76739,24.08240
76788,20.00000
76845,16.90196
76890,18.06180
76939,31.59567
76989,30.10300
77039,22.27887
77090,20.82785
77140,18.06180
77192,16.90196
77240,15.56303
77289,27.23456
77339,19.08485
77391,19.08485
77439,16.90196
77490,35.84783
77540,29.82723
77591,21.58362
77639,19.08485
77689,19.08485
77739,16.90196
77791,15.56303
77845,16.90196
77889,55.56303
77939,57.86414
77989,40.08643
78040,27.23456
78090,18.06180
78139,18.06180
78190,15.56303
78241,19.08485
78289,20.82785
78339,16.90196
78389,13.97940
78439,15.56303
78489,19.08485
78539,56.36452
78589,61.75563
78639,30.37028
78690,24.08240
78739,27.23456
78790,32.86905
78849,30.37028
78889,19.08485
78938,20.82785
78989,32.04120
79039,25.10545
79090,27.23456
79141,26.02060
79188,23.52183
79239,26.02060
79291,30.62958
79339,26.44439
79390,22.27887
79439,22.92256
79489,33.06425
79539,27.23456
79589,20.82785
79640,18.06180
79689,15.56303
79740,16.90196
79790,21.58362
79843,16.90196
79889,25.57507
79938,31.36403
79989,35.26856
80039,31.12605
80090,27.23456
80140,20.82785
80190,20.00000
80239,15.56303
80289,19.08485
80339,20.00000
80390,21.58362
80439,15.56303
80489,32.04120
80539,30.10300
80589,29.24796
80639,27.95880
80691,26.84845
80740,26.02060
80790,20.00000
80842,16.90196
80889,29.82723
80939,31.36403
80990,29.24796
81040,25.10545
81090,16.90196
81139,22.92256
81190,29.24796
81239,27.60422
81289,24.08240
81340,24.08240
81390,33.06425
81439,21.58362
81489,26.44439
81539,57.65049
81588,35.70660
81639,27.23456
81690,30.10300
81739,20.00000
81790,27.23456
81850,21.58362
81888,21.58362
81940,20.00000
81989,28.29947
82039,31.12605
82090,22.27887
82140,16.90196
82190,16.90196
82239,13.97940
82290,20.82785
82340,26.02060
82390,18.06180
82439,27.23456
82489,21.58362
82540,26.84845
82589,30.10300
82639,33.62482
82689,23.52183
82740,22.27887
82789,21.58362
82856,18.06180
82889,16.90196
82939,60.30720
82990,36.12360
83040,29.54243
83091,30.10300
83138,25.57507
83192,23.52183
83238,22.92256
83289,20.82785
83341,16.90196
83389,55.98681
83439,58.18042
83489,36.65018
83539,28.62728
83590,22.27887
83639,20.00000
83689,20.00000
83739,28.94316
83790,26.84845
83843,19.08485
83889,29.24796
83939,35.26856
83990,33.62482
84040,31.12605
84089,18.06180
84139,27.60422
84189,29.82723
84238,21.58362
84290,30.10300
84340,25.10545
84389,25.57507
84439,20.82785
84490,28.29947
84539,25.10545
84589,19.08485
84640,21.58362
84690,16.90196
84739,19.08485
84790,20.00000
84839,15.56303
84894,18.06180
84939,12.04120
84989,33.06425
85039,36.39088
85090,25.10545
85139,29.54243
85189,25.10545
85239,16.90196
85289,16.90196
85339,16.90196
85389,19.08485
85439,53.06425
85489,57.52436
85540,30.37028
85589,20.82785
85639,26.84845
85689,28.62728
85739,26.44439
85789,27.60422
85840,20.00000
85901,20.00000
85940,28.62728
85989,34.96376
86039,31.59567
86091,27.60422
86140,20.82785
86190,16.90196
86242,16.90196
86289,27.23456
86340,20.82785
86390,18.06180
86439,35.11750
86489,28.62728
86539,27.60422
86590,20.00000
86639,16.90196
86690,15.56303
86739,20.00000
86790,15.56303
86841,15.56303
86895,19.08485
86939,28.62728
86988,31.36403
87040,33.25516
87091,31.12605
87139,27.95880
87190,19.08485
87240,18.06180
87289,19.08485
87339,16.90196
87390,22.27887
87439,19.08485
