time,distance
32340,5.00031
32392,5.00031
32439,5.00031
32489,5.00031
32540,5.00031
32589,5.00031
32641,5.00031
32691,5.00031
32740,5.00031
32790,5.00031
32840,5.00031
32890,5.00031
32941,5.00031
32990,5.00031
33043,5.00031
33089,5.00031
33139,5.00031
33199,5.00031
33239,5.00031
33290,5.00031
33339,5.00031
33390,5.00031
33441,5.00031
33491,5.00031
33541,5.00031
33589,5.00031
33641,5.00031
33690,5.00031
33740,5.00031
33789,5.00031
33840,5.00031
33889,5.00031
33940,5.00031
33991,5.00031
34042,5.00031
34090,5.00031
34140,5.00031
34190,5.00031
34245,5.00031
34289,5.00031
34339,5.00031
34390,5.00031
34439,5.00031
34489,5.00031
34539,5.00031
34590,5.00031
34641,5.00031
34690,5.00031
34740,5.00031
34791,5.00031
34839,5.00031
34890,5.00031
34940,5.00031
34990,5.00031
35040,5.00031
35090,5.00031
35139,5.00031
35190,5.00031
35243,5.00031
35289,5.00031
35339,5.00031
35391,5.00031
35440,5.00031
35491,5.00031
35539,5.00031
35589,5.00031
35640,5.00031
35690,5.00031
35740,5.00031
35791,5.00031
35842,5.00031
35890,5.00031
35939,5.00031
35991,5.00031
36040,5.00031
36090,5.00031
36139,5.00031
36190,5.00031
36246,5.00031
36289,5.00031
36339,5.00031
36391,5.00031
36440,5.00031
36492,5.00031
36540,5.00031
36590,5.00031
36640,5.00031
36690,5.00031
36742,5.00031
36790,5.00031
36838,5.00031
36889,5.00031
36939,5.00031
36989,5.00031
37041,5.00031
37091,5.00031
37140,5.00031
37190,5.00031
37240,5.00031
37295,5.00031
37340,5.00031
37390,5.00031
37442,5.00031
37489,5.00031
37540,5.00031
37590,5.00031
37640,5.00031
37691,5.00031
37740,5.00031
37789,5.00031
37840,5.00031
37891,5.00031
37939,5.00031
37991,5.00031
38040,5.00031
38091,5.00031
38140,5.00031
38190,5.00031
38241,5.00031
38290,5.00031
38345,5.00031
38390,5.00031
38439,5.00031
38489,5.00031
38540,5.00031
38589,5.00031
38640,5.00031
38691,5.00031
38740,5.00031
38790,5.00031
38839,5.00031
38890,5.00031
38940,5.00031
38989,5.00031
39040,5.00031
39089,5.00031
39139,5.00031
39189,5.00031
39239,5.00031
39291,5.00031
39344,5.00031
39390,5.00031
39439,5.00031
39490,5.00031
39539,5.00031
39591,5.00031
39640,5.00031
39690,5.00031
39740,5.00031
39789,5.00031
39840,5.00031
39890,5.00031
39939,5.00031
39990,5.00031
40040,5.00031
40090,5.00031
40140,5.00031
40190,5.00031
40240,5.00031
40290,5.00031
40340,5.00031
40394,5.00031
40439,5.00031
40489,5.00031
40539,5.00031
40590,5.00031
40639,5.00031
40690,5.00031
40741,5.00031
40791,5.00031
40839,5.00031
40890,5.00031
40939,5.00031
40990,5.00031
41041,5.00031
41090,5.00031
41140,5.00031
41190,5.00031
41240,5.00031
41290,5.00031
41340,5.00031
41394,5.00031
41439,5.00031
41488,5.00031
41539,5.00031
41590,5.00031
41640,5.00031
41689,5.00031
41739,5.00031
41790,5.00031
41840,5.00031
41891,5.00031
41939,5.00031
41991,5.00031
42041,5.00031
42089,5.00031
42140,5.00031
42191,5.00031
42240,5.00031
42291,5.00031
42340,5.00031
42396,5.00031
42439,5.00031
42489,5.00031
42539,5.00031
42592,5.00031
42640,5.00031
42690,5.00031
42740,5.00031
42791,5.00031
42841,5.00031
42891,5.00031
42940,5.00031
42990,5.00031
43040,5.00031
43089,5.00031
43140,5.00031
43189,5.00031
43239,5.00031
43289,5.00031
43340,5.00031
43413,5.00031
43439,5.00031
43489,5.00031
43539,5.00031
43589,5.00031
43639,5.00031
43691,5.00031
43738,5.00031
43788,5.00031
43841,5.00031
43891,5.00031
43941,5.00031
43993,5.00031
44039,5.00031
44089,5.00031
44141,5.00031
44191,5.00031
44240,5.00031
44292,5.00031
44339,5.00031
44390,5.00031
44441,5.00031
44489,5.00031
44539,5.00031
44592,5.00031
44642,5.00031
44691,5.00031
44739,5.00031
44792,5.00031
44840,5.00031
44891,5.00031
44939,5.00031
44991,5.00031
45040,5.00031
45089,5.00031
45141,5.00031
45191,5.00031
45239,5.00031
45291,5.00031
45341,5.00031
45393,5.00031
45442,5.00031
45489,5.00031
45539,5.00031
45590,5.00031
45639,5.00031
45689,5.00031
45739,5.00031
45789,5.00031
45840,5.00031
45889,5.00031
45939,5.00031
45990,5.00031
46040,5.00031
46089,5.00031
46139,5.00031
46189,5.00031
46239,5.00031
46289,5.00031
46339,5.00031
46391,5.00031
46444,5.00031
46488,5.00031
46539,5.00031
46591,5.00031
46640,5.00031
46692,5.00031
46740,5.00031
46791,5.00031
46840,5.00031
46889,5.00031
46939,5.00031
46989,5.00031
47040,5.00031
47090,5.00031
47140,5.00031
47191,5.00031
47240,5.00031
47291,5.00031
47340,5.00031
47389,5.00031
47441,5.00031
47489,5.00031
47539,5.00031
47590,5.00031
47641,5.00031
47689,5.00031
47740,5.00031
47791,5.00031
47840,5.00031
47891,5.00031
47940,5.00031
47991,5.00031
48038,5.00031
48090,5.00031
48139,5.00031
48189,5.00031
48240,5.00031
48290,5.00031
48339,5.00031
48390,5.00031
48444,5.00031
48489,5.00031
48539,5.00031
48589,5.00031
48640,5.00031
48690,5.00031
48739,5.00031
48790,5.00031
48840,5.00031
48890,5.00031
48941,5.00031
48992,5.00031
49041,5.00031
49091,5.00031
49139,5.00031
49191,5.00031
49241,5.00031
49290,5.00031
49341,5.00031
49392,5.00031
49449,5.00031
49488,5.00031
49539,5.00031
49589,5.00031
49639,5.00031
49691,5.00031
49739,5.00031
49790,5.00031
49842,5.00031
49889,5.00031
49941,5.00031
49990,5.00031
50039,5.00031
50089,5.00031
50140,5.00031
50192,5.00031
50240,5.00031
50291,5.00031
50341,5.00031
50389,5.00031
50443,5.00031
50489,5.00031
50539,5.00031
50591,5.00031
50641,5.00031
50689,5.00031
50739,5.00031
50790,5.00031
50839,5.00031
50889,5.00031
50940,5.00031
50990,5.00031
51040,5.00031
51090,5.00031
51140,5.00031
51191,5.00031
51240,5.00031
51290,5.00031
51339,5.00031
51390,5.00031
51439,5.00031
51499,5.00031
51539,5.00031
51590,5.00031
51639,5.00031
51690,5.00031
51739,5.00031
51791,5.00031
51840,5.00031
51891,5.00031
51941,5.00031
51989,5.00031
52040,5.00031
52090,5.00031
52140,5.00031
52189,5.00031
52239,5.00031
52290,5.00031
52341,5.00031
52390,5.00031
52439,5.00031
52489,5.00031
52542,5.00031
52589,5.00031
52639,5.00031
52689,5.00031
52739,5.00031
52789,5.00031
52840,5.00031
52890,5.00031
52939,5.00031
52990,5.00031
53040,5.00031
53090,5.00031
53139,5.00031
53190,5.00031
53239,5.00031
53291,5.00031
53342,5.00031
53391,5.00031
53439,5.00031
53490,5.00031
53542,5.00031
53589,5.00031
53640,5.00031
53690,5.00031
53739,5.00031
53789,5.00031
53839,5.00031
53889,5.00031
53940,5.00031
53990,5.00031
54040,5.00031
54091,5.00031
54140,5.00031
54189,5.00031
54240,5.00031
54291,5.00031
54339,5.00031
54390,5.00031
54439,5.00031
54488,5.00031
54543,5.00031
54589,5.00031
54639,5.00031
54691,5.00031
54740,5.00031
54791,5.00031
54840,5.00031
54895,5.00031
54940,5.00031
54990,5.00031
55039,5.00031
55089,5.00031
55140,5.00031
55189,5.00031
55240,5.00031
55289,5.00031
55339,5.00031
55391,5.00031
55439,5.00031
55489,5.00031
55539,5.00031
55596,5.00031
55640,5.00031
55689,5.00031
55739,5.00031
55789,5.00031
55839,5.00031
55890,5.00031
55939,5.00031
55989,5.00031
56039,5.00031
56088,5.00031
56139,5.00031
56189,5.00031
56239,5.00031
56288,5.00031
56338,5.00031
56389,5.00031
56439,5.00031
56490,5.00031
56540,5.00031
56600,5.00031
56639,5.00031
56689,5.00031
56739,5.00031
56790,5.00031
56840,5.00031
56889,5.00031
56940,5.00031
56990,5.00031
57040,5.00031
57091,5.00031
57140,5.00031
57189,5.00031
57240,5.00031
57290,5.00031
57340,5.00031
57389,5.00031
57440,5.00031
57490,5.00031
57540,5.00031
57612,5.00031
57640,5.00031
57689,5.00031
57739,5.00031
57789,5.00031
57840,5.00031
57889,5.00031
57940,5.00031
57990,5.00031
58039,5.00031
58089,5.00031
58141,5.00031
58191,5.00031
58239,5.00031
58290,5.00031
58340,5.00031
58389,5.00031
58439,5.00031
58489,5.00031
58542,5.00031
58596,5.00031
58639,5.00031
58689,5.00031
58740,5.00031
58790,5.00031
58841,5.00031
58890,5.00031
58940,5.00031
58990,5.00031
59040,5.00031
59090,5.00031
59139,5.00031
59192,5.00031
59239,5.00031
59290,5.00031
59340,5.00031
59389,5.00031
59440,5.00031
59490,5.00031
59539,5.00031
59594,5.00031
59640,5.00031
59690,5.00031
59739,5.00031
59791,5.00031
59839,5.00031
59889,5.00031
59939,5.00031
59989,5.00031
60039,5.00031
60090,5.00031
60141,5.00031
60192,5.00031
60239,5.00031
60290,5.00031
60340,5.00031
60391,5.00031
60440,5.00031
60491,5.00031
60540,5.00031
60589,5.00031
60649,5.00031
60689,5.00031
60739,5.00031
60791,5.00031
60840,5.00031
60890,5.00031
60940,5.00031
60989,5.00031
61039,5.00031
61090,5.00031
61140,5.00031
61190,5.00031
61239,5.00031
61290,5.00031
61340,5.00031
61390,5.00031
61439,5.00031
61490,5.00031
61539,5.00031
61590,5.00031
61642,5.00031
61689,5.00031
61739,5.00031
61790,5.00031
61841,5.00031
61890,5.00031
61940,5.00031
61991,5.00031
62042,5.00031
62090,5.00031
62139,5.00031
62189,5.00031
62239,5.00031
62291,5.00031
62340,5.00031
62390,5.00031
62439,5.00031
62490,5.00031
62539,5.00031
62591,5.00031
62646,5.00031
62689,5.00031
62739,5.00031
62789,5.00031
62839,5.00031
62889,5.00031
62939,5.00031
62990,5.00031
63040,5.00031
63090,5.00031
63140,5.00031
63190,5.00031
63241,5.00031
63289,5.00031
63340,5.00031
63390,5.00031
63439,5.00031
63491,5.00031
63541,5.00031
63591,5.00031
63640,5.00031
63709,5.00031
63739,5.00031
63790,5.00031
63839,5.00031
63891,5.00031
63939,5.00031
63990,5.00031
64041,5.00031
64090,5.00031
64140,5.00031
64191,5.00031
64240,5.00031
64290,5.00031
64339,5.00031
64390,5.00031
64440,5.00031
64490,5.00031
64540,5.00031
64590,5.00031
64641,5.00031
64693,5.00031
64738,5.00031
64792,5.00031
64839,5.00031
64891,5.00031
64941,5.00031
64989,5.00031
65040,5.00031
65091,5.00031
65139,5.00031
65191,5.00031
65243,5.00031
65290,5.00031
65339,5.00031
65390,5.00031
65439,5.00031
65489,5.00031
65539,5.00031
65590,5.00031
65639,5.00031
65691,5.00031
65744,5.00031
65789,5.00031
65839,5.00031
65889,5.00031
65939,5.00031
65989,5.00031
66039,5.00031
66092,5.00031
66140,5.00031
66190,5.00031
66240,5.00031
66290,5.00031
66340,5.00031
66389,5.00031
66439,5.00031
66492,5.00031
66541,5.00031
66591,5.00031
66641,5.00031
66704,5.00031
66739,5.00031
66791,5.00031
66838,5.00031
66889,5.00031
66939,5.00031
66989,5.00031
67039,5.00031
67091,5.00031
67141,5.00031
67189,5.00031
67241,5.00031
67290,5.00031
67339,5.00031
67388,5.00031
67439,5.00031
67490,5.00031
67539,5.00031
67589,5.00031
67639,5.00031
67692,5.00031
67738,5.00031
67790,5.00031
67839,5.00031
67889,5.00031
67941,5.00031
67988,5.00031
68039,5.00031
68090,5.00031
68140,5.00031
68190,5.00031
68239,5.00031
68290,5.00031
68340,5.00031
68389,5.00031
68439,5.00031
68489,5.00031
68540,5.00031
68589,5.00031
68639,5.00031
68695,5.00031
68740,5.00031
68789,5.00031
68839,5.00031
68890,5.00031
68939,5.00031
68990,5.00031
69040,5.00031
69090,5.00031
69141,5.00031
69189,5.00031
69240,5.00031
69291,5.00031
69339,5.00031
69390,5.00031
69439,5.00031
69489,5.00031
69540,5.00031
69590,5.00031
69639,5.00031
69692,5.00031
69740,5.00031
69789,5.00031
69839,5.00031
69890,5.00031
69939,5.00031
69989,5.00031
70040,5.00031
70091,5.00031
70140,5.00031
70192,5.00031
70241,5.00031
70289,5.00031
70340,5.00031
70390,5.00031
70439,5.00031
70489,5.00031
70540,5.00031
70589,5.00031
70639,5.00031
70693,5.00031
70739,5.00031
70789,5.00031
70839,5.00031
70889,5.00031
70939,5.00031
70989,5.00031
71039,5.00031
71090,5.00031
71139,5.00031
71190,5.00031
71239,5.00031
71289,5.00031
71339,5.00031
71389,5.00031
71439,5.00031
71491,5.00031
71540,5.00031
71591,5.00031
71639,5.00031
71693,5.00031
71739,5.00031
71789,5.00031
71840,5.00031
71890,5.00031
71940,5.00031
71990,5.00031
72040,5.00031
72091,5.00031
72140,5.00031
72190,5.00031
72240,5.00031
72291,5.00031
72341,5.00031
72390,5.00031
72439,5.00031
72490,5.00031
72539,5.00031
72589,5.00031
72639,5.00031
72698,5.00031
72739,5.00031
72789,5.00031
72839,5.00031
72889,5.00031
72940,5.00031
72989,5.00031
73039,5.00031
73089,5.00031
73139,5.00031
73188,5.00031
73239,5.00031
73288,5.00031
73341,5.00031
73389,5.00031
73439,5.00031
73488,5.00031
73539,5.00031
73589,5.00031
73639,5.00031
73688,5.00031
73742,5.00031
73789,5.00031
73839,5.00031
73889,5.00031
73939,5.00031
73990,5.00031
74040,5.00031
74089,5.00031
74140,5.00031
74191,5.00031
74239,5.00031
74289,5.00031
74339,5.00031
74390,5.00031
74440,5.00031
74489,5.00031
74539,5.00031
74590,5.00031
74639,5.00031
74689,5.00031
74740,5.00031
74800,5.00031
74839,5.00031
74889,5.00031
74940,5.00031
74990,5.00031
75041,5.00031
75089,5.00031
75140,5.00031
75189,5.00031
75240,5.00031
75289,5.00031
75339,5.00031
75389,5.00031
75439,5.00031
75495,5.00031
75539,5.00031
75590,5.00031
75639,5.00031
75690,5.00031
75739,5.00031
75793,5.00031
75838,5.00031
75890,5.00031
75939,5.00031
75990,5.00031
76040,5.00031
76089,5.00031
76140,5.00031
76190,5.00031
76239,5.00031
76290,5.00031
76340,5.00031
76389,5.00031
76439,5.00031
76488,5.00031
76538,5.00031
76590,5.00031
76639,5.00031
76691,5.00031
76739,5.00031
76789,5.00031
76848,5.00031
76890,5.00031
76939,5.00031
76990,5.00031
77039,5.00031
77091,5.00031
77141,5.00031
77193,5.00031
77240,5.00031
77290,5.00031
77339,5.00031
77391,5.00031
77439,5.00031
77493,5.00031
77540,5.00031
77591,5.00031
77639,5.00031
77690,5.00031
77739,5.00031
77792,5.00031
77845,5.00031
77889,5.00031
77939,5.00031
77989,5.00031
78040,5.00031
78090,5.00031
78139,5.00031
78192,5.00031
78241,5.00031
78290,5.00031
78340,5.00031
78389,5.00031
78439,5.00031
78490,5.00031
78539,5.00031
78589,5.00031
78640,5.00031
78690,5.00031
78739,5.00031
78791,5.00031
78850,5.00031
78890,5.00031
78939,5.00031
78991,5.00031
79039,5.00031
79091,5.00031
79141,5.00031
79189,5.00031
79239,5.00031
79291,5.00031
79339,5.00031
79390,5.00031
79439,5.00031
79490,5.00031
79539,5.00031
79590,5.00031
79641,5.00031
79690,5.00031
79740,5.00031
79790,5.00031
79843,5.00031
79889,5.00031
79939,5.00031
79990,5.00031
80040,5.00031
80091,5.00031
80140,5.00031
80191,5.00031
80239,5.00031
80290,5.00031
80340,5.00031
80390,5.00031
80439,5.00031
80490,5.00031
80539,5.00031
80590,5.00031
80640,5.00031
80691,5.00031
80741,5.00031
80791,5.00031
80842,5.00031
80889,5.00031
80939,5.00031
80991,5.00031
81040,5.00031
81090,5.00031
81140,5.00031
81191,5.00031
81240,5.00031
81289,5.00031
81340,5.00031
81391,5.00031
81439,5.00031
81489,5.00031
81540,5.00031
81589,5.00031
81639,5.00031
81691,5.00031
81740,5.00031
81790,5.00031
81851,5.00031
81889,5.00031
81940,5.00031
81990,5.00031
82040,5.00031
82091,5.00031
82140,5.00031
82191,5.00031
82239,5.00031
82291,5.00031
82341,5.00031
82391,5.00031
82439,5.00031
82490,5.00031
82541,5.00031
82589,5.00031
82640,5.00031
82690,5.00031
82740,5.00031
82790,5.00031
82856,5.00031
82889,5.00031
82939,5.00031
82990,5.00031
83041,5.00031
83091,5.00031
83139,5.00031
83193,5.00031
83239,5.00031
83289,5.00031
83341,5.00031
83389,5.00031
83439,5.00031
83490,5.00031
83540,5.00031
83590,5.00031
83640,5.00031
83690,5.00031
83739,5.00031
83790,5.00031
83844,5.00031
83889,5.00031
83939,5.00031
83990,5.00031
84041,5.00031
84089,5.00031
84140,5.00031
84189,5.00031
84239,5.00031
84291,5.00031
84340,5.00031
84389,5.00031
84439,5.00031
84491,5.00031
84539,5.00031
84590,5.00031
84641,5.00031
84691,5.00031
84739,5.00031
84790,5.00031
84840,5.00031
84894,5.00031
84939,5.00031
84989,5.00031
85039,5.00031
85090,5.00031
85139,5.00031
85190,5.00031
85239,5.00031
85289,5.00031
85339,5.00031
85390,5.00031
85439,5.00031
85489,5.00031
85541,5.00031
85589,5.00031
85639,5.00031
85690,5.00031
85740,5.00031
85790,5.00031
85840,5.00031
85905,5.00031
85941,5.00031
85989,5.00031
86039,5.00031
86092,5.00031
86141,5.00031
86191,5.00031
86243,5.00031
86290,5.00031
86340,5.00031
86390,5.00031
86439,5.00031
86489,5.00031
86540,5.00031
86590,5.00031
86640,5.00031
86692,5.00031
86740,5.00031
86791,5.00031
86841,5.00031
86900,5.00031
86939,5.00031
86988,5.00031
87040,5.00031
87092,5.00031
87140,5.00031
87190,5.00031
87240,5.00031
87290,5.00031
87339,5.00031
87390,5.00031
87440,5.00031
87491,5.00031
87540,5.00031
