time,lx
23995,3468.00000
24039,3468.00000
24091,3468.00000
24140,3468.00000
24189,3658.00000
24242,3658.00000
24290,3658.00000
24339,3658.00000
24389,3814.00000
24439,3814.00000
24489,3814.00000
24539,3814.00000
24589,3747.00000
24639,3747.00000
24691,3747.00000
24741,3747.00000
24789,3639.00000
24840,3639.00000
24890,3639.00000
24939,3639.00000
25010,3398.00000
25039,3398.00000
25090,3398.00000
25139,3398.00000
25190,3169.00000
25241,3169.00000
25290,3169.00000
25340,3169.00000
25394,2955.00000
25439,2955.00000
25490,2955.00000
25539,2955.00000
25592,2846.00000
25639,2846.00000
25692,2846.00000
25740,2846.00000
25790,2820.00000
25840,2820.00000
25890,2820.00000
25939,2820.00000
26002,2993.00000
26039,2993.00000
26089,2993.00000
26139,2993.00000
26190,3207.00000
26241,3207.00000
26290,3207.00000
26341,3207.00000
26390,3374.00000
26440,3374.00000
26490,3374.00000
26541,3374.00000
26589,3366.00000
26641,3366.00000
26689,3366.00000
26741,3366.00000
26789,3229.00000
26839,3229.00000
26890,3229.00000
26940,3229.00000
27008,3168.00000
27039,3168.00000
27089,3168.00000
27139,3168.00000
27190,3068.00000
27240,3068.00000
27289,3068.00000
27341,3068.00000
27392,2955.00000
27440,2955.00000
27489,2955.00000
27540,2955.00000
27591,2929.00000
27640,2929.00000
27690,2929.00000
27740,2929.00000
27790,2891.00000
27840,2891.00000
27889,2891.00000
27939,2891.00000
27989,2848.00000
28046,2848.00000
28090,2848.00000
28139,2848.00000
28190,2772.00000
28240,2772.00000
28290,2772.00000
28340,2772.00000
28391,2625.00000
28439,2625.00000
28489,2625.00000
28540,2625.00000
28590,2625.00000
28640,2625.00000
28691,2625.00000
28740,2625.00000
28789,2625.00000
28839,2651.00000
28890,2651.00000
28941,2651.00000
28990,2651.00000
29052,2714.00000
29089,2714.00000
29139,2714.00000
29190,2714.00000
29241,2560.00000
29290,2560.00000
29340,2560.00000
29390,2560.00000
29439,2350.00000
29490,2350.00000
29539,2350.00000
29591,2350.00000
29640,2183.00000
29690,2183.00000
29740,2183.00000
29791,2183.00000
29839,2089.00000
29891,2089.00000
29940,2089.00000
29990,2089.00000
30039,1911.00000
30095,1911.00000
30138,1911.00000
30190,1911.00000
30239,1660.00000
30288,1660.00000
30338,1660.00000
30391,1660.00000
30439,1584.00000
30489,1584.00000
30539,1584.00000
30589,1584.00000
30639,1679.00000
30691,1679.00000
30739,1679.00000
30790,1679.00000
30839,2275.00000
30890,2275.00000
30939,2275.00000
30991,2275.00000
31040,2864.00000
31089,2864.00000
31144,2864.00000
31189,2864.00000
31239,2752.00000
31290,2752.00000
31340,2752.00000
31390,2752.00000
31440,2878.00000
31490,2878.00000
31540,2878.00000
31590,2878.00000
31640,2593.00000
31690,2593.00000
31740,2593.00000
31792,2593.00000
31840,2503.00000
31889,2503.00000
31940,2503.00000
31990,2503.00000
32041,2386.00000
32090,2386.00000
32139,2386.00000
32194,2386.00000
32239,2245.00000
32289,2245.00000
32339,2245.00000
32392,2245.00000
32439,2245.00000
32489,2245.00000
32540,2308.00000
32589,2308.00000
32641,2308.00000
32690,2308.00000
32740,2433.00000
32790,2433.00000
32840,2433.00000
32890,2433.00000
32940,2716.00000
32990,2716.00000
33043,2716.00000
33089,2716.00000
33139,3039.00000
33199,3039.00000
33239,3039.00000
33290,3039.00000
33339,3181.00000
33390,3181.00000
33441,3181.00000
33490,3181.00000
33540,2718.00000
33589,2718.00000
33641,2718.00000
33690,2718.00000
33739,1661.00000
33789,1661.00000
33840,1661.00000
33889,1661.00000
33940,1853.00000
33991,1853.00000
34042,1853.00000
34090,1853.00000
34140,1969.00000
34190,1969.00000
34245,1969.00000
34289,1969.00000
34339,2345.00000
34390,2345.00000
34439,2345.00000
34489,2345.00000
34539,2043.00000
34590,2043.00000
34641,2043.00000
34690,2043.00000
34739,1480.00000
34791,1480.00000
34839,1480.00000
34890,1480.00000
34940,2376.00000
34990,2376.00000
35040,2376.00000
35090,2376.00000
35139,3280.00000
35190,3280.00000
35243,3280.00000
35289,3280.00000
35339,2834.00000
35391,2834.00000
35440,2834.00000
35490,2834.00000
35539,2302.00000
35589,2302.00000
35640,2302.00000
35690,2302.00000
35740,3194.00000
35791,3194.00000
35842,3194.00000
35890,3194.00000
35939,3249.00000
35991,3249.00000
36040,3249.00000
36090,3249.00000
36139,2893.00000
36190,2893.00000
36245,2893.00000
36289,2893.00000
36339,2734.00000
36391,2734.00000
36440,2734.00000
36491,2734.00000
36540,2961.00000
36590,2961.00000
36640,2961.00000
36690,2961.00000
36742,3161.00000
36789,3161.00000
36838,3161.00000
36889,3161.00000
36939,2914.00000
36989,2914.00000
37041,2914.00000
37091,2914.00000
37140,2822.00000
37190,2822.00000
37240,2822.00000
37295,2822.00000
37340,3074.00000
37390,3074.00000
37442,3074.00000
37489,3074.00000
37540,3060.00000
37590,3060.00000
37640,3060.00000
37691,3060.00000
37740,2851.00000
37789,2851.00000
37840,2851.00000
37891,2851.00000
37939,2912.00000
37991,2912.00000
38040,2912.00000
38091,2912.00000
38140,2986.00000
38190,2986.00000
38241,2986.00000
38290,2986.00000
38345,2707.00000
38390,2707.00000
38439,2707.00000
38489,2707.00000
38540,2794.00000
38589,2794.00000
38640,2794.00000
38691,2794.00000
38740,2854.00000
38790,2854.00000
38839,2854.00000
38890,2854.00000
38940,2727.00000
38989,2727.00000
39040,2727.00000
39089,2727.00000
39139,2570.00000
39189,2570.00000
39239,2570.00000
39291,2570.00000
39344,2861.00000
39390,2861.00000
39439,2861.00000
39490,2861.00000
39539,2688.00000
39591,2688.00000
39640,2688.00000
39690,2688.00000
39740,2655.00000
39789,2655.00000
39840,2655.00000
39890,2655.00000
39939,2543.00000
39990,2543.00000
40040,2543.00000
40090,2543.00000
40140,2205.00000
40190,2205.00000
40240,2205.00000
40290,2205.00000
40340,2108.00000
40394,2108.00000
40439,2108.00000
40489,2108.00000
40539,2136.00000
40589,2136.00000
40638,2136.00000
40690,2136.00000
40741,1850.00000
40790,1850.00000
40839,1850.00000
40890,1850.00000
40939,1599.00000
40990,1599.00000
41041,1599.00000
41090,1599.00000
41140,1611.00000
41190,1611.00000
41239,1611.00000
41290,1611.00000
41340,1411.00000
41394,1411.00000
41439,1411.00000
41488,1411.00000
41539,1278.00000
41590,1278.00000
41640,1278.00000
41689,1278.00000
41739,1309.00000
41790,1309.00000
41840,1309.00000
41891,1309.00000
41939,1220.00000
41991,1220.00000
42041,1220.00000
42089,1220.00000
42139,1219.00000
42191,1219.00000
42239,1219.00000
42291,1219.00000
42340,1288.00000
42396,1288.00000
42439,1288.00000
42489,1288.00000
42539,1274.00000
42591,1274.00000
42640,1274.00000
42690,1274.00000
42740,1363.00000
42791,1363.00000
42841,1363.00000
42891,1363.00000
42940,1426.00000
42990,1426.00000
43040,1426.00000
43089,1426.00000
43140,1426.00000
43189,1426.00000
43239,1398.00000
43289,1398.00000
43340,1398.00000
43413,1398.00000
43439,1415.00000
43489,1415.00000
43539,1415.00000
43589,1415.00000
43639,1329.00000
43691,1329.00000
43738,1329.00000
43788,1329.00000
43840,1243.00000
43890,1243.00000
43941,1243.00000
43993,1243.00000
44039,1314.00000
44089,1314.00000
44140,1314.00000
44191,1314.00000
44240,1344.00000
44292,1344.00000
44339,1344.00000
44389,1344.00000
44441,1284.00000
44489,1284.00000
44539,1284.00000
44592,1284.00000
44642,1273.00000
44690,1273.00000
44739,1273.00000
44792,1273.00000
44840,1158.00000
44891,1158.00000
44939,1158.00000
44991,1158.00000
45040,1108.00000
45089,1108.00000
45141,1108.00000
45191,1108.00000
45239,996.00000
45291,996.00000
45341,996.00000
45393,996.00000
45442,928.00000
45489,928.00000
45539,928.00000
45590,928.00000
45639,876.00000
45689,876.00000
45739,876.00000
45789,876.00000
45840,834.00000
45889,834.00000
45939,834.00000
45990,834.00000
46040,884.00000
46089,884.00000
46139,884.00000
46189,884.00000
46239,816.00000
46289,816.00000
46339,816.00000
46390,816.00000
46444,861.00000
46488,861.00000
46539,861.00000
46591,861.00000
46640,896.00000
46692,896.00000
46740,896.00000
46791,896.00000
46840,896.00000
46889,896.00000
46939,896.00000
46989,896.00000
47040,884.00000
47090,884.00000
47140,884.00000
47191,884.00000
47240,884.00000
47291,884.00000
47340,819.00000
47389,819.00000
47441,819.00000
47489,819.00000
47539,715.00000
47590,715.00000
47641,715.00000
47689,715.00000
47740,632.00000
47791,632.00000
47840,632.00000
47891,632.00000
47940,673.00000
47991,673.00000
48038,673.00000
48090,673.00000
48139,732.00000
48189,732.00000
48240,732.00000
48290,732.00000
48339,760.00000
48390,760.00000
48443,760.00000
48489,760.00000
48539,728.00000
48589,728.00000
48640,728.00000
48690,728.00000
48739,760.00000
48790,760.00000
48840,760.00000
48890,760.00000
48941,771.00000
48992,771.00000
49041,771.00000
49091,771.00000
49139,870.00000
49191,870.00000
49241,870.00000
49290,870.00000
49341,854.00000
49392,854.00000
49449,854.00000
49488,854.00000
49539,990.00000
49589,990.00000
49639,990.00000
49691,990.00000
49739,1074.00000
49790,1074.00000
49842,1074.00000
49889,1074.00000
49941,1094.00000
49990,1094.00000
50039,1094.00000
50089,1094.00000
50140,1010.00000
50192,1010.00000
50240,1010.00000
50291,1010.00000
50341,1010.00000
50389,874.00000
50443,874.00000
50489,874.00000
50539,859.00000
50591,859.00000
50640,859.00000
50689,859.00000
50739,742.00000
50790,742.00000
50839,742.00000
50889,742.00000
50940,782.00000
50990,782.00000
51040,782.00000
51090,782.00000
51140,871.00000
51191,871.00000
51240,871.00000
51290,871.00000
51339,1146.00000
51390,1146.00000
51439,1146.00000
51499,1146.00000
51539,1146.00000
51590,1494.00000
51639,1494.00000
51690,1494.00000
51739,1494.00000
51791,1525.00000
51840,1525.00000
51890,1525.00000
51940,1374.00000
51989,1374.00000
52040,1374.00000
52090,1374.00000
52140,1374.00000
52189,1721.00000
52239,1721.00000
52290,1721.00000
52341,1721.00000
52390,2119.00000
52439,2119.00000
52489,2119.00000
52542,2206.00000
52589,2206.00000
52639,2206.00000
52689,2206.00000
52739,2206.00000
52789,2228.00000
52840,2228.00000
52890,2228.00000
52939,2115.00000
52990,2115.00000
53040,2115.00000
53090,2115.00000
53139,1820.00000
53190,1820.00000
53239,1820.00000
53290,1820.00000
53342,1820.00000
53390,1783.00000
53439,1783.00000
53490,1783.00000
53542,1721.00000
53589,1721.00000
53639,1721.00000
53690,1721.00000
53739,1820.00000
53789,1820.00000
53839,1820.00000
53889,1820.00000
53939,1941.00000
53990,1941.00000
54040,1941.00000
54091,1941.00000
54140,1941.00000
54189,2086.00000
54240,2086.00000
54291,2086.00000
54339,2086.00000
54390,1977.00000
54439,1977.00000
54488,1977.00000
54543,2535.00000
54589,2535.00000
54639,2535.00000
54691,2535.00000
54740,2535.00000
54791,2767.00000
54839,2767.00000
54895,2767.00000
54940,2767.00000
54990,2846.00000
55039,2846.00000
55089,2846.00000
55140,2846.00000
55189,2987.00000
55240,2987.00000
55289,2987.00000
55339,2987.00000
55391,2840.00000
55439,2840.00000
55489,2840.00000
55539,2635.00000
55596,2635.00000
55640,2635.00000
55689,2635.00000
55739,2635.00000
55789,2562.00000
55839,2562.00000
55890,2562.00000
55939,2471.00000
55989,2471.00000
56039,2471.00000
56088,2471.00000
56139,2471.00000
56189,2218.00000
56239,2218.00000
56288,2218.00000
56338,2218.00000
56389,2255.00000
56439,2255.00000
56490,2255.00000
56539,2255.00000
56600,2218.00000
56639,2218.00000
56689,2218.00000
56739,2167.00000
56790,2167.00000
56840,2167.00000
56889,2167.00000
56940,2209.00000
56990,2209.00000
57039,2209.00000
57091,2209.00000
57140,2209.00000
57189,2099.00000
57240,2099.00000
57290,2099.00000
57340,1962.00000
57389,1962.00000
57440,1962.00000
57490,1962.00000
57540,1962.00000
57612,1963.00000
57640,1963.00000
57689,1963.00000
57739,1963.00000
57789,1809.00000
57840,1809.00000
57889,1809.00000
57940,1809.00000
57990,1487.00000
58039,1487.00000
58089,1487.00000
58141,1487.00000
58191,1515.00000
58239,1515.00000
58290,1515.00000
58340,1515.00000
58389,1713.00000
58439,1713.00000
58489,1713.00000
58542,1800.00000
58596,1800.00000
58639,1800.00000
58689,1800.00000
58740,1800.00000
58790,2149.00000
58841,2149.00000
58890,2149.00000
58940,2149.00000
58990,2647.00000
59039,2647.00000
59090,2647.00000
59139,2647.00000
59192,3010.00000
59239,3010.00000
59290,3010.00000
59340,3010.00000
59389,3285.00000
59439,3285.00000
59490,3285.00000
59539,3285.00000
59594,3454.00000
59640,3454.00000
59689,3454.00000
59739,3454.00000
59791,3401.00000
59839,3401.00000
59889,3401.00000
59939,3401.00000
59989,2921.00000
60039,2921.00000
60090,2921.00000
60141,2921.00000
60191,2691.00000
60239,2691.00000
60290,2691.00000
60340,2691.00000
60391,2399.00000
60440,2399.00000
60490,2399.00000
60540,2399.00000
60589,2132.00000
60649,2132.00000
60689,2132.00000
60739,2132.00000
60791,1921.00000
60840,1921.00000
60890,1921.00000
60940,1921.00000
60989,1546.00000
61039,1546.00000
61090,1546.00000
61140,1546.00000
61190,1273.00000
61239,1273.00000
61290,1273.00000
61340,1273.00000
61390,1157.00000
61439,1157.00000
61490,1157.00000
61539,1157.00000
61590,1091.00000
61642,1091.00000
61689,1091.00000
61739,1091.00000
61790,1043.00000
61841,1043.00000
61890,1043.00000
61939,1043.00000
61991,990.00000
62042,990.00000
62090,990.00000
62139,990.00000
62189,961.00000
62239,961.00000
62291,961.00000
62339,961.00000
62390,926.00000
62439,926.00000
62490,926.00000
62539,926.00000
62591,916.00000
62646,916.00000
62689,916.00000
62739,916.00000
62789,898.00000
62839,898.00000
62889,898.00000
62939,898.00000
62989,884.00000
63040,884.00000
63090,884.00000
63140,884.00000
63190,871.00000
63240,871.00000
63289,871.00000
63340,871.00000
63390,871.00000
63439,871.00000
63491,858.00000
63541,858.00000
63591,858.00000
63639,858.00000
63709,846.00000
63739,846.00000
63790,846.00000
63839,846.00000
63891,837.00000
63939,837.00000
63990,837.00000
64041,837.00000
64090,919.00000
64140,919.00000
64191,919.00000
64240,919.00000
64290,931.00000
64339,931.00000
64390,931.00000
64440,931.00000
64490,876.00000
64540,876.00000
64590,876.00000
64641,876.00000
64693,904.00000
64738,904.00000
64792,904.00000
64839,904.00000
64891,996.00000
64941,996.00000
64989,996.00000
65040,996.00000
65091,1326.00000
65139,1326.00000
65190,1326.00000
65243,1326.00000
65290,1427.00000
65339,1427.00000
65390,1427.00000
65439,1427.00000
65489,1329.00000
65539,1329.00000
65590,1329.00000
65639,1329.00000
65691,1134.00000
65744,1134.00000
65789,1134.00000
65839,1134.00000
65889,1311.00000
65939,1311.00000
65989,1311.00000
66039,1311.00000
66092,1430.00000
66140,1430.00000
66190,1430.00000
66240,1430.00000
66290,871.00000
66339,871.00000
66389,871.00000
66439,871.00000
66492,688.00000
66541,688.00000
66591,688.00000
66640,688.00000
66704,918.00000
66739,918.00000
66790,918.00000
66838,918.00000
66889,1620.00000
66939,1620.00000
66989,1620.00000
67039,1620.00000
67091,1768.00000
67140,1768.00000
67189,1768.00000
67241,1768.00000
67289,1425.00000
67339,1425.00000
67388,1425.00000
67439,1425.00000
67490,995.00000
67539,995.00000
67589,995.00000
67639,995.00000
67692,1636.00000
67738,1636.00000
67790,1636.00000
67839,1636.00000
67889,2301.00000
67941,2301.00000
67988,2301.00000
68039,2301.00000
68090,2026.00000
68140,2026.00000
68190,2026.00000
68239,2026.00000
68290,1861.00000
68339,1861.00000
68389,1861.00000
68439,1861.00000
68489,2044.00000
68540,2044.00000
68589,2044.00000
68639,2044.00000
68695,2400.00000
68739,2400.00000
68789,2400.00000
68839,2400.00000
68890,2400.00000
68939,2516.00000
68990,2516.00000
69040,2516.00000
69090,2516.00000
69140,2701.00000
69189,2701.00000
69240,2701.00000
69291,2701.00000
69339,2411.00000
69390,2411.00000
69439,2411.00000
69489,2411.00000
69540,2141.00000
69590,2141.00000
69639,2141.00000
69692,2141.00000
69740,3045.00000
69789,3045.00000
69839,3045.00000
69889,3045.00000
69939,3253.00000
69989,3253.00000
70040,3253.00000
70091,3253.00000
70140,3359.00000
70192,3359.00000
70241,3359.00000
70289,3359.00000
70340,3259.00000
70390,3259.00000
70439,3259.00000
70489,3259.00000
70540,3259.00000
70589,3045.00000
70639,3045.00000
70693,3045.00000
70739,3045.00000
70789,2828.00000
70838,2828.00000
70889,2828.00000
70939,2828.00000
70989,2519.00000
71039,2519.00000
71090,2519.00000
71139,2519.00000
71190,2187.00000
71239,2187.00000
71289,2187.00000
71339,2187.00000
71389,2041.00000
71439,2041.00000
71491,2041.00000
71540,2041.00000
71591,1921.00000
71639,1921.00000
71693,1921.00000
71739,1921.00000
71789,1794.00000
71840,1794.00000
71890,1794.00000
71940,1794.00000
71990,1662.00000
72040,1662.00000
72091,1662.00000
72140,1662.00000
72190,1560.00000
72239,1560.00000
72291,1560.00000
72341,1560.00000
72390,1546.00000
72439,1546.00000
72490,1546.00000
72539,1546.00000
72589,1565.00000
72639,1565.00000
72698,1565.00000
72739,1565.00000
72789,1685.00000
72839,1685.00000
72889,1685.00000
72940,1685.00000
72989,1794.00000
73039,1794.00000
73089,1794.00000
73139,1794.00000
73188,2004.00000
73239,2004.00000
73288,2004.00000
73341,2004.00000
73389,2004.00000
73438,2146.00000
73488,2146.00000
73539,2146.00000
73589,2170.00000
73639,2170.00000
73688,2170.00000
73742,2170.00000
73789,2378.00000
73839,2378.00000
73889,2378.00000
73939,2378.00000
73990,2735.00000
74040,2735.00000
74089,2735.00000
74140,2735.00000
74191,2790.00000
74239,2790.00000
74289,2790.00000
74339,2790.00000
74390,2699.00000
74440,2699.00000
74489,2699.00000
74539,2699.00000
74590,2367.00000
74639,2367.00000
74689,2367.00000
74740,2367.00000
74800,2061.00000
74839,2061.00000
74889,2061.00000
74940,2061.00000
74990,1902.00000
75040,1902.00000
75089,1902.00000
75140,1902.00000
75189,1817.00000
75240,1817.00000
75289,1817.00000
75339,1817.00000
75389,1754.00000
75439,1754.00000
75493,1754.00000
75539,1754.00000
75590,1713.00000
75639,1713.00000
75689,1713.00000
75739,1713.00000
75793,1700.00000
75838,1700.00000
75890,1700.00000
75939,1700.00000
75990,1313.00000
76040,1313.00000
76089,1313.00000
76140,1313.00000
76190,1243.00000
76239,1243.00000
76290,1243.00000
76339,1243.00000
76389,1373.00000
76439,1373.00000
76488,1373.00000
76538,1373.00000
76589,1358.00000
76639,1358.00000
76691,1358.00000
76739,1358.00000
76789,1403.00000
76846,1403.00000
76890,1403.00000
76939,1403.00000
76990,1203.00000
77039,1203.00000
77090,1203.00000
77141,1203.00000
77193,1198.00000
77240,1198.00000
77290,1198.00000
77339,1198.00000
77391,1377.00000
77439,1377.00000
77492,1377.00000
77540,1377.00000
77591,1119.00000
77639,1119.00000
77690,1119.00000
77739,1119.00000
77792,937.00000
77845,937.00000
77889,937.00000
77939,937.00000
77989,985.00000
78040,985.00000
78090,985.00000
78139,985.00000
78191,1128.00000
78241,1128.00000
78290,1128.00000
78340,1128.00000
78389,1361.00000
78439,1361.00000
78490,1361.00000
78539,1361.00000
78589,1665.00000
78640,1665.00000
78690,1665.00000
78739,1665.00000
78791,1709.00000
78850,1709.00000
78890,1709.00000
78938,1709.00000
78991,1652.00000
79039,1652.00000
79091,1652.00000
79141,1652.00000
79189,1978.00000
79239,1978.00000
79291,1978.00000
79339,1978.00000
