time,dB(SPL)
119182,20.00000
119232,29.82723
119283,35.56303
119336,35.26856
119385,30.10300
119434,25.57507
119483,21.58362
119533,19.08485
119584,55.97301
119634,27.23456
119683,39.64542
119733,30.37028
119783,22.92256
119833,20.00000
119883,20.00000
119933,18.06180
119984,24.60898
120033,41.72720
120083,23.52183
120144,20.82785
120183,18.06180
120233,27.95880
120283,34.80725
120334,53.29284
120385,35.56303
120433,33.62482
120483,27.95880
120533,25.57507
120584,25.57507
120635,31.12605
120685,42.73441
120734,20.00000
120784,20.00000
120833,18.06180
120883,16.90196
120935,24.08240
120984,40.17200
121034,35.98681
121084,36.77698
121146,37.61627
121182,59.08485
121232,59.22842
121285,43.10672
121333,34.48552
121384,33.62482
121433,29.82723
121484,28.29947
121533,20.00000
121584,22.27887
121632,40.00000
121683,36.77698
121733,35.70660
121783,28.62728
121833,29.24796
121885,30.37028
121935,21.58362
121985,19.08485
122035,18.06180
122084,22.27887
122150,22.92256
122183,26.02060
122234,21.58362
122287,16.90196
122334,12.04120
122384,19.08485
122433,16.90196
122485,16.90196
122533,20.82785
122585,15.56303
122634,13.97940
122686,16.90196
122734,18.06180
122783,18.06180
122836,18.06180
122888,19.08485
122934,18.06180
122985,13.97940
123034,13.97940
123085,16.90196
123152,20.00000
123183,16.90196
123233,20.00000
123284,20.00000
123334,18.06180
123386,25.10545
123434,16.90196
123484,15.56303
123534,18.06180
123586,16.90196
123634,13.97940
123685,13.97940
123734,13.97940
123784,15.56303
123834,18.06180
123885,18.06180
123934,18.06180
123984,15.56303
124035,13.97940
124084,19.08485
124147,20.00000
124183,16.90196
124234,24.08240
124286,20.82785
124335,16.90196
124384,12.04120
124435,13.97940
124483,16.90196
124533,15.56303
124583,26.84845
124634,20.00000
124683,26.84845
124734,22.27887
124785,29.82723
124835,22.92256
124887,16.90196
124935,16.90196
124986,16.90196
125036,16.90196
125084,19.08485
125149,18.06180
125183,15.56303
125233,16.90196
125284,30.62958
125335,29.82723
125385,25.57507
125435,19.08485
125483,13.97940
125533,20.82785
125583,26.44439
125634,26.02060
125685,22.27887
125733,20.00000
125784,19.08485
125834,15.56303
125884,15.56303
125935,18.06180
125986,24.60898
126034,16.90196
126083,12.04120
126132,13.97940
126187,13.97940
126239,29.54243
126285,22.92256
126332,22.27887
126383,31.12605
126433,28.94316
126483,31.12605
126534,30.37028
126585,29.54243
126634,24.60898
126686,16.90196
126734,22.92256
126785,20.00000
126834,18.06180
126885,15.56303
126935,16.90196
126987,15.56303
127036,16.90196
127084,13.97940
127134,20.00000
127184,20.00000
127269,22.27887
127283,24.60898
127334,20.82785
127385,22.27887
127434,16.90196
127482,13.97940
127534,15.56303
127585,20.00000
127633,21.58362
127684,58.72022
127733,24.60898
127783,18.06180
127834,15.56303
127884,16.90196
127933,13.97940
127983,15.56303
128034,25.57507
128083,21.58362
128133,18.06180
128183,16.90196
128234,20.82785
128300,13.97940
128333,15.56303
128385,18.06180
128434,18.06180
128483,27.23456
128533,21.58362
128584,27.95880
128635,30.37028
128686,26.44439
128734,20.00000
128784,18.06180
128838,16.90196
128885,15.56303
128934,19.08485
128985,21.58362
129034,18.06180
129084,15.56303
129134,18.06180
129183,20.00000
129233,19.08485
129284,21.58362
129344,16.90196
129383,12.04120
129434,20.00000
129484,24.08240
129533,16.90196
129583,20.82785
129633,24.08240
129683,27.60422
129733,26.44439
129783,33.62482
129835,33.62482
129886,29.82723
129934,18.06180
129985,15.56303
130034,19.08485
130087,16.90196
130136,12.04120
130183,16.90196
130234,18.06180
130283,16.90196
130333,12.04120
130392,19.08485
130433,22.27887
130486,21.58362
130534,20.00000
130585,20.82785
130634,18.06180
130685,18.06180
130734,25.57507
130785,26.02060
130834,15.56303
130886,19.08485
130934,13.97940
130984,15.56303
131034,18.06180
131085,24.08240
131135,24.08240
131185,13.97940
131234,13.97940
131284,13.97940
131333,15.56303
131389,16.90196
131440,13.97940
131482,22.27887
131534,29.54243
131583,21.58362
131634,20.00000
131684,13.97940
131734,15.56303
131787,9.54243
131834,12.04120
131884,12.04120
131934,13.97940
131984,15.56303
132034,15.56303
132083,13.97940
132135,25.10545
132185,19.08485
132234,16.90196
132285,20.00000
132335,20.00000
132385,26.84845
132460,16.90196
132486,25.10545
132534,18.06180
132584,26.84845
132635,25.10545
132684,22.27887
132734,19.08485
132788,16.90196
132834,16.90196
132886,27.95880
132935,25.57507
132984,19.08485
133035,24.60898
133084,18.06180
133134,16.90196
133185,18.06180
133235,13.97940
133285,12.04120
133334,13.97940
133385,12.04120
133458,16.90196
133483,16.90196
133533,22.92256
133586,26.02060
133634,29.24796
133685,28.29947
133735,16.90196
133784,15.56303
133837,20.82785
133884,25.57507
133935,25.10545
133984,28.29947
134034,26.02060
134085,25.10545
134134,20.82785
134185,15.56303
134233,13.97940
134286,12.04120
134334,13.97940
134384,13.97940
134455,18.06180
134483,15.56303
134534,12.04120
134584,22.92256
134634,25.10545
134687,27.60422
134734,16.90196
134784,22.92256
134834,20.82785
134884,18.06180
134934,25.10545
134987,28.29947
135035,13.97940
135085,15.56303
135135,12.04120
135189,13.97940
135233,18.06180
135284,19.08485
135334,18.06180
135384,15.56303
135434,16.90196
135487,13.97940
135533,15.56303
135584,19.08485
135634,26.44439
135684,24.08240
135735,20.00000
135784,13.97940
135834,22.92256
135885,26.84845
135935,23.52183
135984,22.27887
136035,22.92256
136084,16.90196
136134,19.08485
136185,20.82785
136234,24.60898
136286,12.04120
136334,12.04120
136385,13.97940
136436,13.97940
136494,12.04120
136533,13.97940
136584,26.44439
136634,25.57507
136684,24.08240
136733,24.60898
136786,25.57507
136834,18.06180
136887,21.58362
136934,18.06180
136984,25.57507
137035,19.08485
137084,13.97940
137134,25.10545
137184,24.08240
137234,16.90196
137284,21.58362
137333,22.27887
137383,21.58362
137432,29.82723
137486,31.36403
137533,33.25516
137583,27.23456
137635,27.95880
137684,23.52183
137733,20.82785
137784,21.58362
137834,15.56303
137884,18.06180
137935,19.08485
137985,20.00000
138035,27.23456
138084,20.82785
138138,16.90196
138185,24.08240
138235,20.00000
138284,12.04120
138335,16.90196
138384,12.04120
138434,16.90196
138492,15.56303
138533,13.97940
138584,25.57507
138635,18.06180
138684,18.06180
138734,20.82785
138784,26.84845
138834,21.58362
138884,24.60898
138936,20.82785
138985,22.92256
139035,19.08485
139085,15.56303
139134,15.56303
139185,21.58362
139235,13.97940
139285,12.04120
139333,13.97940
139383,15.56303
139434,15.56303
139485,23.52183
139538,19.08485
139583,18.06180
139633,16.90196
139684,20.82785
139734,16.90196
139787,16.90196
139833,24.08240
139883,22.92256
139937,27.23456
139984,21.58362
140035,24.60898
140085,25.10545
140135,19.08485
140185,13.97940
140234,13.97940
140285,12.04120
140334,12.04120
140384,13.97940
140435,18.06180
140485,20.00000
140537,18.06180
140582,16.90196
140634,26.84845
140685,28.29947
140733,22.92256
140784,26.02060
140834,26.02060
140885,22.27887
140934,25.57507
140983,15.56303
141035,22.92256
141085,27.95880
141134,15.56303
141185,19.08485
141235,15.56303
141286,16.90196
141335,20.82785
141387,21.58362
141435,20.82785
141484,19.08485
141546,12.04120
141585,16.90196
141634,22.92256
141685,26.02060
141735,25.10545
141784,22.92256
141834,28.94316
141886,20.00000
141935,20.82785
141987,16.90196
142035,15.56303
142085,13.97940
142134,13.97940
142185,15.56303
142234,15.56303
142286,12.04120
142333,15.56303
142384,20.82785
142433,20.00000
142484,16.90196
142533,19.08485
142612,24.08240
142633,21.58362
142683,24.08240
142734,28.29947
142785,26.84845
142837,18.06180
142886,15.56303
142934,15.56303
142985,19.08485
143035,18.06180
143083,13.97940
143134,29.24796
143184,24.60898
143235,21.58362
143288,18.06180
143338,12.04120
143384,13.97940
143435,15.56303
143489,13.97940
143533,13.97940
143600,28.62728
143634,25.57507
143684,27.23456
143735,26.02060
143785,27.23456
143834,15.56303
143885,30.37028
143933,23.52183
143984,26.02060
144035,25.10545
144086,27.95880
144134,20.82785
144186,16.90196
144234,20.00000
144285,25.57507
144334,19.08485
144384,13.97940
144435,16.90196
144484,15.56303
144534,18.06180
144585,25.57507
144650,21.58362
144683,23.52183
144733,24.08240
144786,22.92256
144834,26.84845
144884,25.57507
144934,26.02060
144984,16.90196
145035,25.57507
145084,20.00000
145135,24.08240
145185,24.08240
145234,25.10545
145285,15.56303
145335,12.04120
